名称,大类,中类,小类,地址,省,市,区,WGS84_X,WGS84_Y
如意桔场休闲农庄,体育休闲服务,体育休闲服务场所,体育休闲服务场所,,广东省,深圳市,宝安区,113.908498,22.84179544
山水美钓鱼场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,,广东省,深圳市,宝安区,113.8566995,22.82952511
常乐钓鱼场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,,广东省,深圳市,宝安区,113.9425591,22.82437787
高速光纤上网,体育休闲服务,体育休闲服务场所,体育休闲服务场所,富塘路148号附近,广东省,深圳市,宝安区,113.837707,22.81061659
山水美农庄钓鱼场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,燕山大道西100米,广东省,深圳市,宝安区,113.854061,22.82018861
李松蓢钓鱼场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,S33(南光高速),广东省,深圳市,宝安区,113.8820192,22.81261437
渔乐钓场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,八航下大道与八航大道交叉口东北100米,广东省,深圳市,宝安区,113.8862004,22.81590045
心开光明顶山庄,体育休闲服务,体育休闲服务场所,体育休闲服务场所,西田路,广东省,深圳市,宝安区,113.902775,22.81543838
松明钓鱼场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明办事处铁坑水库东450米,广东省,深圳市,宝安区,113.9145247,22.81634694
华美圣健身,体育休闲服务,体育休闲服务场所,体育休闲服务场所,塘下涌富塘路7号华东服装城,广东省,深圳市,宝安区,113.835699,22.8062155
新高飞网吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,广田路270号,广东省,深圳市,宝安区,113.8309076,22.80153928
神话溜冰场,体育休闲服务,运动场馆,溜冰场|体育休闲服务,松岗镇塘下涌星佳购物广场3层,广东省,深圳市,宝安区,113.8380665,22.80185633
鱼塘边球场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,塘下涌新二村七巷六号1号铺,广东省,深圳市,宝安区,113.8377786,22.80372116
瑜熙瑜伽馆,体育休闲服务,运动场馆,健身中心,塘下涌一村一巷23号(泰和豪苑),广东省,深圳市,宝安区,113.8412518,22.80186001
止戈武道训练馆(幸福路),体育休闲服务,运动场馆,运动场所,三村夜市步行街与幸福路交叉口西南100米,广东省,深圳市,宝安区,113.8367789,22.80540875
KAKA清吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,塘下涌众福路71号,广东省,深圳市,宝安区,113.8365244,22.80271923
高速光纤上网,体育休闲服务,体育休闲服务场所,体育休闲服务场所,富塘路148号附近,广东省,深圳市,宝安区,113.837707,22.81061659
皇豪休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松岗街道燕川村红湖路塘尾新村14号,广东省,深圳市,宝安区,113.8592786,22.80755274
康力100健身俱乐部(公园路),体育休闲服务,运动场馆,健身中心,松岗街道燕川社区怡情路42栋2层,广东省,深圳市,宝安区,113.8614104,22.80348207
莉娜瑜伽社,体育休闲服务,运动场馆,健身中心,燕川西路与红湖路交汇处西南50米,广东省,深圳市,宝安区,113.8573576,22.80427918
诺姆瑜伽馆,体育休闲服务,运动场馆,健身中心,松岗街道燕川土湖小区西16巷1号2楼,广东省,深圳市,宝安区,113.8575079,22.80431138
纤韵瑜伽,体育休闲服务,运动场馆,健身中心,罗田西路与高田大道交叉口北50米,广东省,深圳市,宝安区,113.8686701,22.80163858
羽林跆拳道馆,体育休闲服务,运动场馆,跆拳道场馆,高田大道80号附近,广东省,深圳市,宝安区,113.8688965,22.80120898
公明李松蓢社区体育中心,体育休闲服务,运动场馆,运动场所,光明新区公明街道办,广东省,深圳市,宝安区,113.8830438,22.80900227
87台球室,体育休闲服务,运动场馆,台球厅,公明办事处公明李松蓈西区436号,广东省,深圳市,宝安区,113.8818205,22.80457809
鑫松源休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明李松蓢美沃百货三楼,广东省,深圳市,宝安区,113.8798689,22.80174378
公明李松蓢社区体育中心田径场,体育休闲服务,运动场馆,运动场所,屋园路南150米,广东省,深圳市,宝安区,113.8829857,22.80924715
巨人健身,体育休闲服务,运动场馆,健身中心,光明新区公明李松朗新村一栋二楼,广东省,深圳市,宝安区,113.8852931,22.80319354
四季天天健身俱乐部,体育休闲服务,运动场馆,健身中心,公明西田村西田公园往李松蓢方向前100米处右手边2楼,广东省,深圳市,宝安区,113.8941321,22.80508563
蓝翔溜冰城,体育休闲服务,运动场馆,溜冰场,公明办事处公明镇西田综合市场,广东省,深圳市,宝安区,113.8957743,22.80711806
兵哥台球,体育休闲服务,运动场馆,台球厅,西田路与新村七巷交叉口北200米,广东省,深圳市,宝安区,113.8959997,22.80425008
米诺台球馆,体育休闲服务,运动场馆,台球厅,光明新区光明新区公明镇西田村西田路40号2楼,广东省,深圳市,宝安区,113.8959818,22.80222879
天天健身俱乐部,体育休闲服务,运动场馆,健身中心,西田路24号附近,广东省,深圳市,宝安区,113.8956866,22.80122213
西田球场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明镇西田村,广东省,深圳市,宝安区,113.8967703,22.80372229
金目巨鱼垂钓俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,,广东省,深圳市,宝安区,113.9093596,22.803402
渔乐农庄,体育休闲服务,体育休闲服务场所,体育休闲服务场所,振兴路32号附近,广东省,深圳市,宝安区,113.9259919,22.80268484
群星钓鱼场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,,广东省,深圳市,宝安区,113.918843,22.81039126
新羌球场,体育休闲服务,运动场馆,足球场,光侨北路,广东省,深圳市,宝安区,113.9369888,22.80100762
京东-ROCK旗舰店,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松岗镇塘下涌朗月路20号四楼,广东省,深圳市,宝安区,113.8326284,22.7974829
宝安区振武国粹武道培训,体育休闲服务,运动场馆,运动场所,一村新区四巷与乐安路交叉口东北50米,广东省,深圳市,宝安区,113.8410353,22.79958342
名爵休闲吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,和通路28号附近,广东省,深圳市,宝安区,113.8394071,22.80029628
动岚健身(堡骏店),体育休闲服务,运动场馆,健身中心,松岗塘下涌众福路17号(三诺电子厂旁),广东省,深圳市,宝安区,113.8379964,22.79995287
9098休闲,体育休闲服务,体育休闲服务场所,体育休闲服务场所,朗东路与燕罗公路交叉口西50米,广东省,深圳市,宝安区,113.8585575,22.79926064
红润莊,体育休闲服务,体育休闲服务场所,体育休闲服务场所,燕罗公路199号,广东省,深圳市,宝安区,113.8659239,22.79919727
金旺达K歌会,体育休闲服务,体育休闲服务场所,体育休闲服务场所,燕罗公路佳兴商行旁,广东省,深圳市,宝安区,113.8736812,22.8002442
金万达休闲都会,体育休闲服务,体育休闲服务场所,体育休闲服务场所,罗田社区燕罗公路267号(罗田幼儿园正门),广东省,深圳市,宝安区,113.8731242,22.80063454
下村运动中心,体育休闲服务,运动场馆,运动场所,下村路东150米,广东省,深圳市,宝安区,113.8837837,22.79473769
东宝体育场,体育休闲服务,运动场馆,综合体育馆,下村路东100米,广东省,深圳市,宝安区,113.8835484,22.79534634
下村足球场,体育休闲服务,运动场馆,足球场,公明办事处下村新村一排94栋附近,广东省,深圳市,宝安区,113.8831289,22.79488426
欢喜瑜伽,体育休闲服务,运动场馆,健身中心,"公明镇下村四排北治17号(公明法院,下村公园)",广东省,深圳市,宝安区,113.8785936,22.79239508
星光老年人之家,体育休闲服务,体育休闲服务场所,体育休闲服务场所,下村路50号附近,广东省,深圳市,宝安区,113.8819905,22.79139177
康力100健身中心(公明下村店),体育休闲服务,运动场馆,健身中心,下村路56号,广东省,深圳市,宝安区,113.8815739,22.79214725
下村健身中心,体育休闲服务,运动场馆,健身中心,下村路15号,广东省,深圳市,宝安区,113.8812405,22.79079949
泰和跆拳道,体育休闲服务,运动场馆,跆拳道场馆,长春北路138号附近,广东省,深圳市,宝安区,113.8913875,22.79137688
中国火炬跆拳道馆,体育休闲服务,运动场馆,跆拳道场馆,长春北路34号附近,广东省,深圳市,宝安区,113.8914516,22.79126194
轻松棋牌休闲,体育休闲服务,体育休闲服务场所,体育休闲服务场所,乡辣湘菜馆(莲塘分店)附近,广东省,深圳市,宝安区,113.9032503,22.79758457
欢乐溜冰场,体育休闲服务,运动场馆,溜冰场,公明莲塘联万家百货3层,广东省,深圳市,宝安区,113.9009481,22.79967236
陈家沟陈氏太极拳健身馆,体育休闲服务,运动场馆,运动场所,公明北环大道西200米,广东省,深圳市,宝安区,113.9021373,22.79085516
永鑫钓鱼场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,荔都路,广东省,深圳市,宝安区,113.919038,22.79361993
中华钓场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,华村路梦之花园·楼村花园北500米,广东省,深圳市,宝安区,113.9179872,22.79593115
南都网咖(圳美店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,142乡道金色米兰旁,广东省,深圳市,宝安区,113.9426169,22.79470231
嘉信桌球城,体育休闲服务,运动场馆,台球厅,红银路35号附近,广东省,深圳市,宝安区,113.9388717,22.79844314
石介头市场网吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,圳美大道与143乡道交叉口东150米,广东省,深圳市,宝安区,113.9536552,22.79386565
坪地杶梓河农庄,体育休闲服务,体育休闲服务场所,体育休闲服务场所,坪地街道杶梓河附近,广东省,深圳市,龙岗区,114.3089197,22.7933819
龙岗农家乐,体育休闲服务,体育休闲服务场所,体育休闲服务场所,鹤鸣西路9号附近,广东省,深圳市,龙岗区,114.3181239,22.79642061
V5跆拳道,体育休闲服务,运动场馆,跆拳道场馆,107国道431号附近,广东省,深圳市,宝安区,113.8355001,22.78062491
魅力坊国际高端健身会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,集信名城8栋2A,广东省,深圳市,宝安区,113.8434366,22.78244846
乐玩游乐,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明镇茨田埔第五工业区十一栋二楼,广东省,深圳市,宝安区,113.8581916,22.78558481
斯力特国际健身会所,体育休闲服务,运动场馆,健身中心,公明松白路与马田路交汇处宏发嘉域二楼,广东省,深圳市,宝安区,113.8733065,22.78503905
薯田埔足球场,体育休闲服务,运动场馆,足球场,福东路与福南路交叉口南50米,广东省,深圳市,宝安区,113.8711349,22.7814611
深圳光明跑团,体育休闲服务,运动场馆,运动场所,光明新区马田街道福前路3巷6号,广东省,深圳市,宝安区,113.8674539,22.7838663
三楼溜冰场,体育休闲服务,运动场馆,溜冰场,下工一路与马田路交叉口西50米,广东省,深圳市,宝安区,113.8758013,22.79015158
培育乒乓球馆,体育休闲服务,运动场馆,乒乓球馆,公明办事处合水口振明路214号,广东省,深圳市,宝安区,113.8758976,22.7879894
新亿华桌球,体育休闲服务,体育休闲服务场所,体育休闲服务场所,下工路25-13号,广东省,深圳市,宝安区,113.8763803,22.78987617
黄飞鸿功夫跆拳道,体育休闲服务,运动场馆,跆拳道场馆,振明路214-3号,广东省,深圳市,宝安区,113.875475,22.78793705
活力健身俱乐部(公明店),体育休闲服务,运动场馆,健身中心,振明路155-1号丰明电脑城2层,广东省,深圳市,宝安区,113.8860142,22.78376255
美丽时光,体育休闲服务,体育休闲服务场所,体育休闲服务场所,光明新区公明街道合水口社区柏溪路68号,广东省,深圳市,宝安区,113.8807863,22.78392751
堡爵台球,体育休闲服务,体育休闲服务场所,体育休闲服务场所,四季星城E栋2-3层,广东省,深圳市,宝安区,113.8827359,22.78568017
凯瑞国际健身俱乐部(公明店),体育休闲服务,运动场馆,健身中心,振明路161-3号四季星城3楼,广东省,深圳市,宝安区,113.8822432,22.78615271
公明文化体育中心,体育休闲服务,运动场馆,综合体育馆,公明天虹一楼星期六专柜,广东省,深圳市,宝安区,113.8865337,22.78631793
515光纤网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,建设西路南一巷77号附近,广东省,深圳市,宝安区,113.8835281,22.78391322
快速网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明办事处合水口社区柏溪路十号,广东省,深圳市,宝安区,113.8839737,22.78359158
宜博电竞馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明街道金安路宝加苑大厦2层(国业百货正对面),广东省,深圳市,宝安区,113.8846715,22.78446166
健之美游泳健身房,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明办事处公明街道办金安路平安银行2层,广东省,深圳市,宝安区,113.8846285,22.78424071
合水口村村委球场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,光明新区光明新区公明街道合水口社区中屯1排3栋101,广东省,深圳市,宝安区,113.8776886,22.78538376
鑫福休闲,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松白路5234号附近,广东省,深圳市,宝安区,113.8803578,22.78193089
健之美健身游泳俱乐部,体育休闲服务,运动场馆,健身中心,金安路11号,广东省,深圳市,宝安区,113.8846505,22.78421673
哆来咪氧气吧会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明办事处公明中心商城,广东省,深圳市,宝安区,113.8851211,22.78376812
哆来咪K歌氧吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明办事处公明中心商城,广东省,深圳市,宝安区,113.8851211,22.78376812
哆唻米休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明办事处光明新区公明中心商城国业百货二楼,广东省,深圳市,宝安区,113.8854455,22.7842931
龙凌武道馆,体育休闲服务,运动场馆,运动场所,下村路10号附近,广东省,深圳市,宝安区,113.8821188,22.78945251
低调亲子乐儿童乐园,体育休闲服务,体育休闲服务场所,体育休闲服务场所,下村路5号附近,广东省,深圳市,宝安区,113.8813988,22.78968797
海水瑜伽,体育休闲服务,运动场馆,健身中心,豪轩大厦301,广东省,深圳市,宝安区,113.884895,22.78194761
皇廷娱乐会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明街道民安路39号原天河百货二楼,广东省,深圳市,宝安区,113.8858878,22.78770617
古功夫肩颈(恒中大厦店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明街道上村社区元山路恒中大厦8楼蝶丝曼美容,广东省,深圳市,宝安区,113.8864364,22.78867409
东北大舞台,体育休闲服务,体育休闲服务场所,体育休闲服务场所,振明路与集美路交叉口西南150米,广东省,深圳市,宝安区,113.8863766,22.78455345
希梵瑜伽馆(公明振明店),体育休闲服务,运动场馆,健身中心,振明路209号福泉大厦2层,广东省,深圳市,宝安区,113.8784817,22.78721375
中国跆拳道协会指定教学晋级晋段单位,体育休闲服务,体育休闲服务场所,体育休闲服务场所,振明路207-5号附近,广东省,深圳市,宝安区,113.8785428,22.7872268
全速电竞馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明马山头永兴街东1巷5号,广东省,深圳市,宝安区,113.8779393,22.7813593
北极光溜冰城,体育休闲服务,运动场馆,溜冰场,长春中路南一巷7-2,广东省,深圳市,宝安区,113.8860142,22.78376255
中浩武道馆,体育休闲服务,运动场馆,跆拳道场馆,富利路与民生路交叉口西50米,广东省,深圳市,宝安区,113.8823502,22.78820008
晨和国际健身俱乐部(三和百货),体育休闲服务,运动场馆,健身中心,松白路5038号三和百货F3层,广东省,深圳市,宝安区,113.8856149,22.78158209
刘教练跆拳道,体育休闲服务,运动场馆,跆拳道场馆,振明路207-3号附近,广东省,深圳市,宝安区,113.878636,22.78722487
宝安跆拳道正道馆(公明分馆),体育休闲服务,运动场馆,跆拳道场馆,振明路209号福泉大厦2层,广东省,深圳市,宝安区,113.8784817,22.78721375
金文跆拳道,体育休闲服务,运动场馆,跆拳道场馆,金安路丰明电脑城内,广东省,深圳市,宝安区,113.8864217,22.78335488
公明体育馆,体育休闲服务,运动场馆,综合体育馆,振明路,广东省,深圳市,宝安区,113.892337,22.78289396
东海明珠,体育休闲服务,体育休闲服务场所,体育休闲服务场所,光明新区公明民生路268号,广东省,深圳市,宝安区,113.8884608,22.78777522
蓝鹰海钓俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,长春中路2-3号附近,广东省,深圳市,宝安区,113.8894781,22.78455465
阳光诚悦网络会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,金辉路3之5-6号附近,广东省,深圳市,宝安区,113.8899137,22.78164177
梦幻5D乐园,体育休闲服务,体育休闲服务场所,体育休闲服务场所,风景南路35号5-6附近,广东省,深圳市,宝安区,113.894563,22.78156975
山风教育成龙威跆拳道馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明街道集美路汇食街1号4层山风教育基地(爱婴岛西南50米处),广东省,深圳市,宝安区,113.886852,22.78729774
梵之谷瑜伽(公明佳华店),体育休闲服务,运动场馆,健身中心,光明新区长春南路一排6号明星楼705室,广东省,深圳市,宝安区,113.8884151,22.78155629
公明文化体育中心工会委员会,体育休闲服务,体育休闲服务场所,体育休闲服务场所,建设西路10号公明文化体育中心,广东省,深圳市,宝安区,113.8867199,22.78637299
斯力特健身会,体育休闲服务,运动场馆,健身中心,公明宏发上域商场3层,广东省,深圳市,宝安区,113.9024938,22.78465917
百域电影城,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明办事处光明新区公明街道宏发上域花园1栋楼商铺401,广东省,深圳市,宝安区,113.9022227,22.78435234
上辇夜巴黎,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明镇民生大道上辇村公交车站旁,广东省,深圳市,宝安区,113.8972306,22.78782677
我家瑜伽健康管理站,体育休闲服务,运动场馆,健身中心,光明新区公明街道雍景城A21-23号,广东省,深圳市,宝安区,113.9030172,22.78258174
佳得乐溜冰场,体育休闲服务,运动场馆,溜冰场,楼明路283附近,广东省,深圳市,宝安区,113.9146559,22.78152393
新嘉虹商场-溜冰场,体育休闲服务,运动场馆,溜冰场,楼明路9号附近,广东省,深圳市,宝安区,113.9147319,22.78154086
皇马城休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,楼村路口新嘉虹三楼,广东省,深圳市,宝安区,113.9146529,22.78152493
皇爵台球俱乐部,体育休闲服务,运动场馆,台球厅,楼明路楼明路289号新嘉虹商场旁市场二楼,广东省,深圳市,宝安区,113.9150958,22.7811707
零度骑行俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,新村十三巷8号附近,广东省,深圳市,宝安区,113.9223821,22.78612493
广优网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,光明新区楼村绘猫路61号,广东省,深圳市,宝安区,113.922763,22.78440307
中国上善武道馆,体育休闲服务,运动场馆,运动场所,新村十三巷13号附近,广东省,深圳市,宝安区,113.9230737,22.78655699
雅仕台球,体育休闲服务,运动场馆,台球厅,新村十三巷13号附近,广东省,深圳市,宝安区,113.9231307,22.78643996
公明楼村垒球场,体育休闲服务,运动场馆,运动场所,荔都路西150米,广东省,深圳市,宝安区,113.9180148,22.78674726
老少年活动中心,体育休闲服务,体育休闲服务场所,体育休闲服务场所,光明新区楼村楼南村222信和楼801,广东省,深圳市,宝安区,113.921262,22.78072798
草莓园,体育休闲服务,体育休闲服务场所,体育休闲服务场所,光晟工业园M217总站前50米,广东省,深圳市,宝安区,113.9460136,22.78467181
为娱钓鱼场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,,广东省,深圳市,宝安区,113.9614617,22.78466048
景强钓鱼场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,,广东省,深圳市,龙岗区,114.195772,22.78250529
永丰农场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,沿河东路附近,广东省,深圳市,龙岗区,114.2815063,22.79017367
迪吧溜冰馆,体育休闲服务,运动场馆,溜冰场,教育北路29号附近,广东省,深圳市,龙岗区,114.293782,22.78057229
振龙武馆,体育休闲服务,运动场馆,运动场所,教育北路29号,广东省,深圳市,龙岗区,114.2935543,22.78081057
天天康乐中心,体育休闲服务,体育休闲服务场所,体育休闲服务场所,坪地街道六联社区顺华街3号,广东省,深圳市,龙岗区,114.3211968,22.78815858
学坑篮球场,体育休闲服务,运动场馆,篮球场馆,鹤鸣东路68号,广东省,深圳市,龙岗区,114.3285187,22.78736287
黄氏太极深圳会所,体育休闲服务,运动场馆,运动场所,鹤坑工业区7,广东省,深圳市,龙岗区,114.333778,22.78447792
网络出租屋SGB06,体育休闲服务,体育休闲服务场所,体育休闲服务场所,江边北二巷1号附近,广东省,深圳市,宝安区,113.8128146,22.77668373
壹东方(松岗江边店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,江边社区沙江路家购超市2楼,广东省,深圳市,宝安区,113.8131476,22.77487993
普梵瑜伽(深圳松岗店),体育休闲服务,运动场馆,健身中心,松岗街道江边村江边社区江郎路89号金恒盛商务大厦609室,广东省,深圳市,宝安区,113.8138936,22.77496429
篮球场,体育休闲服务,运动场馆,篮球场馆,高速桥辅道附近,广东省,深圳市,宝安区,113.8136641,22.77307148
瑞祥健身会所,体育休闲服务,运动场馆,健身中心,松岗江边社区金恒盛商务大厦7层(宝安山庄),广东省,深圳市,宝安区,113.8139788,22.77498744
挥汗如雨健身工作室,体育休闲服务,运动场馆,健身中心,沙浦围工业大道佳裕大厦15楼1503室,广东省,深圳市,宝安区,113.8221899,22.77316846
华企网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松岗佳裕大厦9楼908,广东省,深圳市,宝安区,113.8222261,22.77298059
跆拳道正道馆,体育休闲服务,运动场馆,跆拳道场馆,松兴路附近,广东省,深圳市,宝安区,113.8212703,22.77640066
网络出租屋SGD06,体育休闲服务,体育休闲服务场所,体育休闲服务场所,宝安大道附近,广东省,深圳市,宝安区,113.8243508,22.77218186
深圳市松岗沙浦篮球场,体育休闲服务,运动场馆,篮球场馆,沙浦一路与沙浦二路交叉口北50米,广东省,深圳市,宝安区,113.8263138,22.77704598
深圳市止戈武道训练馆,体育休闲服务,运动场馆,运动场所,沙江路288号附近,广东省,深圳市,宝安区,113.8178022,22.77232846
明心瑜伽,体育休闲服务,运动场馆,健身中心,松河北路御溪城127铺(松岗地铁C出口行50米),广东省,深圳市,宝安区,113.825122,22.77138858
深圳市武术协会止戈国术馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,朗碧路与沙江路交叉口南100米,广东省,深圳市,宝安区,113.8175215,22.77225395
深圳市止戈武道训练馆中海分馆,体育休闲服务,运动场馆,运动场所,沙江路290号附近,广东省,深圳市,宝安区,113.8177731,22.77261331
高域健身(松岗店),体育休闲服务,运动场馆,健身中心,中海西岸南区6栋2层,广东省,深圳市,宝安区,113.8172708,22.77244942
励道跆拳道馆,体育休闲服务,运动场馆,跆拳道场馆,松岗街道御景城辉景商务大厦A座2楼,广东省,深圳市,宝安区,113.8226512,22.77256353
励道跆拳道馆艺术培训中心,体育休闲服务,运动场馆,跆拳道场馆,辉景商务大厦A座2层,广东省,深圳市,宝安区,113.8226292,22.77241853
正和国际跆拳道教育,体育休闲服务,运动场馆,跆拳道场馆,朗下雅之乐幼儿园旁,广东省,深圳市,宝安区,113.8173056,22.77649916
玛仕格,体育休闲服务,运动场馆,健身中心,中海·西岸华府南区5-19朗碧路,广东省,深圳市,宝安区,113.8172267,22.77199848
竞攀跆拳道(松岗中海道馆),体育休闲服务,运动场馆,跆拳道场馆,松岗街道中海西岸华府南区6栋30号商铺,广东省,深圳市,宝安区,113.8165088,22.77204412
精英桌球(沙江路),体育休闲服务,运动场馆,台球厅,松岗镇沙江路47号沙江宾馆4层,广东省,深圳市,宝安区,113.8352266,22.77812324
富兰克林健身会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,沙江路136号天源隆广场3楼,广东省,深圳市,宝安区,113.8295345,22.77675913
东方汇娱乐会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松岗溪头晖泓大厦5楼,广东省,深圳市,宝安区,113.8310868,22.77418987
电力通讯网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松环路175号1楼,广东省,深圳市,宝安区,113.8340708,22.77423839
桌球棋牌,体育休闲服务,体育休闲服务场所,体育休闲服务场所,溪头路11号附近,广东省,深圳市,宝安区,113.8319488,22.77859803
道元瑜伽禅院,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松河北路12号盛华大厦A栋,广东省,深圳市,宝安区,113.8292179,22.77191012
冠超桌球城,体育休闲服务,运动场馆,台球厅,河滨路维尔顿酒店旁,广东省,深圳市,宝安区,113.8332206,22.7721545
金万年休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,沙头街道沙江路166-168维也纳酒店五楼,广东省,深圳市,宝安区,113.8265786,22.77616677
铁牛足球青训基地,体育休闲服务,运动场馆,足球场,贤达路西100米,广东省,深圳市,宝安区,113.8295724,22.77989416
深证市宝安区松岗正源乒乓球馆,体育休闲服务,运动场馆,乒乓球馆,勋业街10-5号,广东省,深圳市,宝安区,113.8356678,22.77677049
花果山桌球城,体育休闲服务,运动场馆,台球厅,勋业街东50米,广东省,深圳市,宝安区,113.8360779,22.77651932
魔术牌具俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,107国道359号103附近,广东省,深圳市,宝安区,113.8399602,22.7738292
星空趣游,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松白路与358省道交叉口西北100米,广东省,深圳市,宝安区,113.8424066,22.7729438
宝安跆拳道正道馆松岗道场,体育休闲服务,运动场馆,跆拳道场馆,山门路33号宝安跆拳道正道馆,广东省,深圳市,宝安区,113.8413929,22.77459449
卓文网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松岗松白路141号2楼,广东省,深圳市,宝安区,113.8439365,22.77217371
丽晶,体育休闲服务,体育休闲服务场所,体育休闲服务场所,吉祥路与松河南路交叉口西北50米,广东省,深圳市,宝安区,113.8391121,22.77212525
AA国庆动漫,体育休闲服务,体育休闲服务场所,体育休闲服务场所,阳光二街409号附近,广东省,深圳市,宝安区,113.8400416,22.77148011
花想容瑜伽馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松岗街道松明大道28号,广东省,深圳市,宝安区,113.8404226,22.77140082
AA国际动漫,体育休闲服务,体育休闲服务场所,体育休闲服务场所,阳光一街29号105商铺,广东省,深圳市,宝安区,113.8400416,22.77148011
步一班健康俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,居乐路108号附近,广东省,深圳市,宝安区,113.8447216,22.77064955
圣觅仙庄园,体育休闲服务,体育休闲服务场所,体育休闲服务场所,平安路10-10号附近,广东省,深圳市,宝安区,113.8463326,22.77094818
篮球场(山门路),体育休闲服务,运动场馆,篮球场馆,松岗镇山门路东风村107号,广东省,深圳市,宝安区,113.8474491,22.77569849
鼎晟台球会,体育休闲服务,运动场馆,台球厅,松岗大道72号鑫永盛大厦1楼,广东省,深圳市,宝安区,113.8542263,22.77522243
万豪金海休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,松岗溪头万濠城市酒店,广东省,深圳市,宝安区,113.8486612,22.77298338
后宫坊,体育休闲服务,体育休闲服务场所,体育休闲服务场所,下山门一路与松罗路交叉口西150米,广东省,深圳市,宝安区,113.8480543,22.77976115
楼岗社区户外文体广场,体育休闲服务,运动场馆,户外健身场所,松岗大道42号附近,广东省,深圳市,宝安区,113.8551865,22.77495796
深圳名扬跆拳道,体育休闲服务,运动场馆,跆拳道场馆,平安路11号山美新村大厦市场二楼,广东省,深圳市,宝安区,113.8470142,22.77151014
良玉网吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,光明新区公明街道根竹园社区旧区三巷十二号,广东省,深圳市,宝安区,113.8718315,22.7760366
乒乓球室,体育休闲服务,运动场馆,乒乓球馆,西环大道30号,广东省,深圳市,宝安区,113.8680353,22.77935546
小小勇士武术馆,体育休闲服务,运动场馆,运动场所,公明街道马山头振兴路一巷四号三楼(明雅楼),广东省,深圳市,宝安区,113.8772423,22.77983125
bb酒吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明红花中路56幢,广东省,深圳市,宝安区,113.8960735,22.77607168
