名称,大类,中类,小类,地址,省,市,区,WGS84_X,WGS84_Y
碧权道馆音悦道场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,中心路436-466号附近,广东省,深圳市,宝安区,113.8236793,22.72091405
佳润国际健身俱乐部(深圳沙井总店),体育休闲服务,运动场馆,健身中心,沙井街道创新路创新花园商业裙楼三楼,广东省,深圳市,宝安区,113.8254149,22.72309373
东龙跆拳道,体育休闲服务,运动场馆,跆拳道场馆,中心路与敬老二路交叉口南50米,广东省,深圳市,宝安区,113.8237662,22.72700651
根据地(崇光路),体育休闲服务,运动场馆,台球厅,新沙路亿康广场南面2栋2层,广东省,深圳市,宝安区,113.8164373,22.73035675
王道跆拳道,体育休闲服务,运动场馆,跆拳道场馆,聚景居沙井市民广场广场南门34号,广东省,深圳市,宝安区,113.825499,22.72494737
上寮花园星光老年之家,体育休闲服务,体育休闲服务场所,体育休闲服务场所,上寮大道与市场二路交叉口西南150米,广东省,深圳市,宝安区,113.8317016,22.72525492
闯天下网络出租屋,体育休闲服务,体育休闲服务场所,体育休闲服务场所,元岗一路5号附近,广东省,深圳市,宝安区,113.8341812,22.72492061
V5足球场（沙井店）,体育休闲服务,运动场馆,足球场,上寮花园门口,广东省,深圳市,宝安区,113.830675,22.72273272
嘉应足球俱乐部,体育休闲服务,运动场馆,足球场,沙井镇上星路97号,广东省,深圳市,宝安区,113.8277489,22.72697204
网格中心,体育休闲服务,体育休闲服务场所,体育休闲服务场所,塘下涌社区创新路54号,广东省,深圳市,宝安区,113.8315795,22.72222954
浩然会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,广深公路114号附近,广东省,深圳市,宝安区,113.8358457,22.72437981
开心吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,上星路附近,广东省,深圳市,宝安区,113.8268315,22.72651644
乐活健身会,体育休闲服务,运动场馆,健身中心,新沙路上星商业街星际大厦701室(沙井市民广场中星大厦星悦豪庭),广东省,深圳市,宝安区,113.8275441,22.7299808
天蝎座ok,体育休闲服务,体育休闲服务场所,体育休闲服务场所,上星路附近,广东省,深圳市,宝安区,113.8268043,22.72776204
金力国际运动俱乐部(沙井店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,沙井创新路24号1楼,广东省,深圳市,宝安区,113.8323185,22.72198298
鑫胜魔术牌具娱乐,体育休闲服务,体育休闲服务场所,体育休闲服务场所,广深公路217号附近,广东省,深圳市,宝安区,113.8346686,22.72295706
新动力桌球俱乐部,体育休闲服务,运动场馆,台球厅,上星路上星商业街星悦豪庭1期2层,广东省,深圳市,宝安区,113.8281588,22.72955907
激情夜色,体育休闲服务,体育休闲服务场所,体育休闲服务场所,沙井上南大街二街57号,广东省,深圳市,宝安区,113.8362178,22.72191518
沙井市民广场足球场,体育休闲服务,运动场馆,足球场,沙井市民广场内,广东省,深圳市,宝安区,113.8271893,22.72896942
好伽瑜伽(肚皮舞培训),体育休闲服务,运动场馆,健身中心,沙井上星商业街星际大厦607,广东省,深圳市,宝安区,113.8276324,22.72987999
深发景跆拳道,体育休闲服务,运动场馆,跆拳道场馆,上德路附近,广东省,深圳市,宝安区,113.8291104,22.7287261
古功夫肩颈(沙井上南店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,上南寮盛路71号美珀莱(上南幼儿园斜对面),广东省,深圳市,宝安区,113.8396788,22.72257124
金至尊大酒店-健身房,体育休闲服务,运动场馆,运动场所,沙井新沙路东段1号金至尊大酒店1层,广东省,深圳市,宝安区,113.8413239,22.7238538
德昌200,体育休闲服务,体育休闲服务场所,体育休闲服务场所,沙井镇新发南路六号,广东省,深圳市,宝安区,113.8557539,22.72626468
惠民健身,体育休闲服务,运动场馆,健身中心,新二庄村天源隆商场对面,广东省,深圳市,宝安区,113.8534259,22.72155848
魅影健身房,体育休闲服务,运动场馆,运动场所,新二庄村尊吉大厦B栋二楼(天源隆商场对面),广东省,深圳市,宝安区,113.8534058,22.72168642
金宝源会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,新发东路14号附近,广东省,深圳市,宝安区,113.858451,22.72539582
御芙蓉,体育休闲服务,体育休闲服务场所,体育休闲服务场所,沙井街道沙井镇新桥新玉路48号二楼,广东省,深圳市,宝安区,113.8583726,22.72961951
87台球室,体育休闲服务,运动场馆,台球厅,公明李松蓈西区463栋2楼(家家乐超市2楼),广东省,深圳市,宝安区,113.8899462,22.72661476
老人娱乐中心,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明办事处光明新区公明玉律二区107栋,广东省,深圳市,宝安区,113.8928104,22.7207421
田景山庄,体育休闲服务,体育休闲服务场所,体育休闲服务场所,田明街4巷9号(家园超市),广东省,深圳市,宝安区,113.8959365,22.72857826
8号台球室,体育休闲服务,运动场馆,台球厅,玉泉西路与环玉路交叉口北100米,广东省,深圳市,宝安区,113.8927212,22.72145289
辉煌假期休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,光明新区公明镇田寮社区佳宜百货4楼,广东省,深圳市,宝安区,113.8961385,22.73007284
飞龙溜冰城,体育休闲服务,运动场馆,溜冰场,田寮新村佳宜百货4层,广东省,深圳市,宝安区,113.8992147,22.72815829
灵馨瑜伽,体育休闲服务,运动场馆,健身中心,光明新区公明街道田寮社区文明路9号,广东省,深圳市,宝安区,113.898243,22.72983089
昕悦瑜伽,体育休闲服务,运动场馆,健身中心,田明街6楼附近,广东省,深圳市,宝安区,113.8971283,22.72854429
佳联华活动中心,体育休闲服务,体育休闲服务场所,体育休闲服务场所,元升巷与长圳路交叉口北200米,广东省,深圳市,宝安区,113.9083306,22.72267909
阳光健身(长圳店),体育休闲服务,运动场馆,健身中心,公明办事处长圳社区旧村B区583号百佳盛超市二楼,广东省,深圳市,宝安区,113.9117319,22.72093959
长兴工业园球场,体育休闲服务,运动场馆,运动场所,长圳路与长贤路交叉口东南50米,广东省,深圳市,宝安区,113.9187907,22.72190255
凤凰足球场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,长凤路附近,广东省,深圳市,宝安区,113.9427511,22.7261656
鹏城K9快乐训犬俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,公明办事处光明新区长凤路,广东省,深圳市,宝安区,113.9429126,22.73026611
大水坑钓鱼场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,,广东省,深圳市,龙华区,113.992514,22.72582647
网络出租屋,体育休闲服务,体育休闲服务场所,体育休闲服务场所,桔塘社区桔岭新村荣富路14号永达工业园旁,广东省,深圳市,龙华区,114.0202019,22.72714611
龙城福华新区篮球场,体育休闲服务,运动场馆,篮球场馆,新塘村龙观快速附近山顶小区,广东省,深圳市,龙华区,114.0176399,22.72424611
星期六儿童成长主题乐园,体育休闲服务,体育休闲服务场所,体育休闲服务场所,福前路150号附近,广东省,深圳市,龙华区,114.0251233,22.72339576
福安雅园游泳池,体育休闲服务,体育休闲服务场所,体育休闲服务场所,水庆街,广东省,深圳市,龙华区,114.0260453,22.72383418
大鹏网吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,大水抗新塘村荣辉花园对面,广东省,深圳市,龙华区,114.0170006,22.72202754
桔岭新村篮球场,体育休闲服务,运动场馆,篮球场馆,观澜镇大水坑,广东省,深圳市,龙华区,114.0168364,22.73038365
贵湖塘村篮球场,体育休闲服务,运动场馆,篮球场馆,贵湖塘村,广东省,深圳市,龙华区,114.0519683,22.72445162
美琪瑜伽,体育休闲服务,运动场馆,健身中心,翠澜社区众安街32号4楼,广东省,深圳市,龙华区,114.0500479,22.72170791
海兴休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,观澜老街新东街66号德良大楼2楼,广东省,深圳市,龙华区,114.0483929,22.7233266
活力羽毛球馆(桂澜中路),体育休闲服务,运动场馆,羽毛球场,观澜街道桂花路108号首信广场旁首信大酒店,广东省,深圳市,龙华区,114.0548259,22.72608519
金康源娱乐会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,观澜众安街61号,广东省,深圳市,龙华区,114.0500259,22.72190789
爱尚瑜伽工作室,体育休闲服务,运动场馆,健身中心,玫园二巷18号,广东省,深圳市,龙华区,114.0539871,22.7222197
梵浴瑜伽会所,体育休闲服务,运动场馆,健身中心,新澜大街91号观澜酒店6层,广东省,深圳市,龙华区,114.0496844,22.72084183
欣欣桌球城,体育休闲服务,运动场馆,台球厅,赤花路54、56号,广东省,深圳市,龙华区,114.0554243,22.72544837
盛春煜体育健身有限公司,体育休闲服务,运动场馆,健身中心,桂花路91号首信广场五楼,广东省,深圳市,龙华区,114.0549707,22.72674876
华夏魅力健身俱乐部(首信店),体育休闲服务,运动场馆,健身中心,观澜镇桂花路108号首信广场5层,广东省,深圳市,龙华区,114.0551575,22.72680643
活力健身俱乐部(观澜店),体育休闲服务,运动场馆,健身中心,观澜大道419号兴万达购物广场5楼(近观澜汽车站和吉盛酒店),广东省,深圳市,龙华区,114.0534837,22.72149177
蓝天卓球城,体育休闲服务,运动场馆,台球厅,观澜街道六区惠民二路三号三楼,广东省,深圳市,龙华区,114.0580405,22.72776552
月亮湖休闲会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,观澜街道桂花社区桂新路47号,广东省,深圳市,龙华区,114.0574312,22.72674376
鸿昇桌球城,体育休闲服务,运动场馆,台球厅,观澜大道508号3层,广东省,深圳市,龙华区,114.0572786,22.72342494
奇幻乐园,体育休闲服务,体育休闲服务场所,体育休闲服务场所,观澜大道新安购物广场二楼,广东省,深圳市,龙华区,114.0573115,22.7237338
网格中心,体育休闲服务,体育休闲服务场所,体育休闲服务场所,观澜街道松元厦社区向西新围13号,广东省,深圳市,龙华区,114.0636144,22.72110142
VR桌游,体育休闲服务,运动场馆,台球厅,商业步行街201号附近,广东省,深圳市,龙华区,114.057859,22.72332805
岗头东王围98,体育休闲服务,体育休闲服务场所,体育休闲服务场所,桂澜路与观澜大道交叉口东南100米,广东省,深圳市,龙华区,114.0572466,22.72286215
盛悦鼎鸿(观澜湖新城MHMALL),体育休闲服务,运动场馆,保龄球馆|餐饮服务,高尔夫大道8号观澜湖新城MH MALL B1层101,广东省,深圳市,龙华区,114.0705975,22.72489227
Swim baby亲子会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,观澜街道高尔夫大道8号观澜湖新城MHMALL一期B1层,广东省,深圳市,龙华区,114.0710203,22.7257696
观澜湖真冰溜冰场,体育休闲服务,运动场馆,溜冰场,观澜湖mhmall,广东省,深圳市,龙华区,114.0703586,22.72557932
润方冰雪城(观澜店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,高尔夫大道8号观澜湖新城购物中心B区F1,广东省,深圳市,龙华区,114.072182,22.72575149
Ice Castle冰堡国际花样溜冰训练中心,体育休闲服务,运动场馆,溜冰场,观澜湖mhmall3层,广东省,深圳市,龙华区,114.0703116,22.72528445
中航健身会所,体育休闲服务,运动场馆,健身中心,观澜湖新城肯德基二楼,广东省,深圳市,龙华区,114.0707965,22.72449418
冰堡溜冰场(观澜湖新城MHMALL),体育休闲服务,运动场馆,溜冰场,高尔夫大道1号观澜湖新城MHMALL3F层,广东省,深圳市,龙华区,114.0696548,22.72586196
鼎鸿Brunswick保龄球馆,体育休闲服务,运动场馆,保龄球馆,观澜镇高尔夫大道8号B1001,广东省,深圳市,龙华区,114.0707405,22.72531601
观澜湖生态体育馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,观澜湖大道与高尔夫大道交叉口东南50米,广东省,深圳市,龙华区,114.0735697,22.72472253
中航健身会(优莱荟·观澜湖分店),体育休闲服务,运动场馆,健身中心,高尔夫大道1号观澜湖高尔夫乡村俱乐部,广东省,深圳市,龙华区,114.072247,22.72519159
优莱荟国际健康管理中心,体育休闲服务,运动场馆,健身中心,高尔夫大道1号,广东省,深圳市,龙华区,114.0732278,22.72458787
盛悦保龄球馆,体育休闲服务,运动场馆,保龄球馆,高尔夫大道8号观澜湖新城购物中心,广东省,深圳市,龙华区,114.0715432,22.72555215
河源巴伐利亚王国,体育休闲服务,体育休闲服务场所,体育休闲服务场所,金石路,广东省,深圳市,龙华区,114.0831809,22.72479722
名流健身俱乐部,体育休闲服务,运动场馆,健身中心,牛湖市场二楼,广东省,深圳市,龙华区,114.0844551,22.72661019
正大·武道,体育休闲服务,运动场馆,运动场所,兴业路与高尔夫大道交叉口西南50米,广东省,深圳市,龙华区,114.0858105,22.72781337
天龙武道馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,兴业路与高尔夫大道交叉口西南50米,广东省,深圳市,龙华区,114.0858375,22.72782436
旅润游艺,体育休闲服务,体育休闲服务场所,体育休闲服务场所,观澜镇君新工业路8号,广东省,深圳市,龙华区,114.0931238,22.72432122
商合网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,中心城留学生创业园创业大厦6楼,广东省,深圳市,龙岗区,114.2093282,22.72595898
超级猩猩(龙岗天安数码城),体育休闲服务,运动场馆,健身中心,天安数码城二期中央水池区001号(面点王对面),广东省,深圳市,龙岗区,114.2124734,22.72436919
Eden趣玩吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,清林路520号,广东省,深圳市,龙岗区,114.2139713,22.72258137
篮球场,体育休闲服务,体育休闲服务场所,体育休闲服务场所,平安里一路57号附近,广东省,深圳市,龙岗区,114.2142244,22.72753225
原力潜水俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,清林路城投商务中心812号,广东省,深圳市,龙岗区,114.2087603,22.72251024
怡景湾酒店-商务中心,体育休闲服务,运动场馆,运动场所,清林路229号怡景湾大酒店,广东省,深圳市,龙岗区,114.2100248,22.72159006
天成桌球室,体育休闲服务,运动场馆,台球厅,龙城街道黄阁北路72号新大新家具广场怡丰综合楼203天成建设,广东省,深圳市,龙岗区,114.214569,22.7283554
雅致健身俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,和谐路与夏长路交叉口东南200米,广东省,深圳市,龙岗区,114.2226616,22.72632668
东方沁园会所(愉龙路),体育休闲服务,体育休闲服务场所,体育休闲服务场所,愉龙路160-1号3层,广东省,深圳市,龙岗区,114.219178,22.72755628
耿见峰太极拳馆(龙城分馆),体育休闲服务,运动场馆,运动场所,爱心路与秋收路交叉口西南50米,广东省,深圳市,龙岗区,114.2240136,22.72725449
东方沁园会所(春生路),体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙岗中心城夏长路东方沁园南门,广东省,深圳市,龙岗区,114.2190908,22.7285899
耿见峰太极拳馆(龙岗中心城店),体育休闲服务,运动场馆,运动场所,爱心路49号,广东省,深圳市,龙岗区,114.2237832,22.72724432
在见瑜伽馆,体育休闲服务,运动场馆,健身中心,龙城街道万科金色沁园110商铺(愉龙路与夏长路交汇处),广东省,深圳市,龙岗区,114.2188335,22.72711408
深圳市龙岗区人民医院篮球场,体育休闲服务,运动场馆,篮球场馆,爱心路与秋收路交叉口西北150米,广东省,深圳市,龙岗区,114.2233235,22.72811371
爱心休养馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,爱龙路178号,广东省,深圳市,龙岗区,114.2231721,22.73029396
优悦会健身咨询中心,体育休闲服务,运动场馆,健身中心,愉龙路89号,广东省,深圳市,龙岗区,114.2180752,22.72661549
青春飞扬工作室,体育休闲服务,运动场馆,健身中心,清林路190-192号,广东省,深圳市,龙岗区,114.2261729,22.72275334
清瑜伽(熙和园店),体育休闲服务,运动场馆,健身中心,爱龙路熙和园(华润万佳旁),广东省,深圳市,龙岗区,114.2258089,22.7304939
易诚桌球,体育休闲服务,运动场馆,台球厅,白灰围一路97号2层,广东省,深圳市,龙岗区,114.2171798,22.72490009
智合国际武道(龙岗中心城店),体育休闲服务,运动场馆,跆拳道场馆,龙岗中心城愉龙路东方沁园会所三楼(乐购超市楼上),广东省,深圳市,龙岗区,114.2190758,22.72745321
向日葵健身俱乐部(吉祥路),体育休闲服务,运动场馆,健身中心,吉祥路378号2层A108号,广东省,深圳市,龙岗区,114.2340057,22.72148405
上善瑜伽,体育休闲服务,运动场馆,健身中心,清林东路84号,广东省,深圳市,龙岗区,114.2336931,22.72420216
游泳健身,体育休闲服务,运动场馆,健身中心,龙岗中心城龙翔大道,广东省,深圳市,龙岗区,114.2323606,22.72502833
古功夫肩颈(龙岗中心城店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙福西路35号欧景城水疗会所后门步行街N2C商铺14号,广东省,深圳市,龙岗区,114.2316636,22.72788019
川崎羽毛球拍店,体育休闲服务,运动场馆,运动场所,龙福西路1号,广东省,深圳市,龙岗区,114.2326077,22.7280236
道卡斯自行车(龙岗中心城专卖店),体育休闲服务,运动场馆,运动场所,龙岗中心城龙愉福路48号,广东省,深圳市,龙岗区,114.2295792,22.72646347
动感健身(龙城国际店),体育休闲服务,运动场馆,健身中心,龙福西路龙岗中心城龙城国际建设银行4楼,广东省,深圳市,龙岗区,114.2272242,22.72557926
元创会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,吉祥路588号友和国际大酒店4楼,广东省,深圳市,龙岗区,114.2347531,22.72721574
正能量健身私教工作室(欧景城店),体育休闲服务,运动场馆,健身中心,龙福西路5号,广东省,深圳市,龙岗区,114.2324365,22.72814149
左右瑜伽,体育休闲服务,运动场馆,健身中心,清林路39号新城市大厦602室(妇儿活动中心龙新天虹海关大厦),广东省,深圳市,龙岗区,114.229983,22.72167904
雅静瑜伽(总店),体育休闲服务,运动场馆,健身中心,泽福路龙城国际二期107商铺35号门牌,广东省,深圳市,龙岗区,114.2276496,22.72766295
深圳市星梦阳光足球俱乐部工作室,体育休闲服务,运动场馆,运动场所,吉潭路21号,广东省,深圳市,龙岗区,114.2346931,22.72609504
66享音乐吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,葡萄酒城爱龙路99号欧景花园二期C-12商铺,广东省,深圳市,龙岗区,114.2282613,22.72900396
优美健健身俱乐部,体育休闲服务,运动场馆,健身中心,龙岗中心城碧湖花园顺电三楼,广东省,深圳市,龙岗区,114.2359536,22.72273944
梅拉雅瑜伽,体育休闲服务,运动场馆,健身中心,龙岗中心城碧湖玫瑰园1栋209商铺,广东省,深圳市,龙岗区,114.2349606,22.72275208
中航健身会,体育休闲服务,运动场馆,健身中心,清林路41号妇女儿童活动中心一楼,广东省,深圳市,龙岗区,114.2293121,22.72190359
碧湖玫瑰园足球场,体育休闲服务,运动场馆,足球场,吉祥中路246号,广东省,深圳市,龙岗区,114.2344249,22.72383757
瑜美汇专业瑜伽,体育休闲服务,运动场馆,健身中心,清林东路62号碧湖花园E1栋,广东省,深圳市,龙岗区,114.2365722,22.72270765
普拉达·健身,体育休闲服务,运动场馆,健身中心,龙岗中心城葡萄酒城A区爱龙路83号,广东省,深圳市,龙岗区,114.2288601,22.73000104
领先跆拳道,体育休闲服务,运动场馆,跆拳道场馆,吉祥路464号玫瑰园17-203室,广东省,深圳市,龙岗区,114.2338794,22.7240033
道卡斯乐骑假日俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙岗中心城广业城学府道花园5栋76号,广东省,深圳市,龙岗区,114.2267703,22.72929891
天使无忧(龙岗城市花园店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,吉祥路670号(城市花园西门),广东省,深圳市,龙岗区,114.2336907,22.73031543
深圳友和国际大酒店-桌球室,体育休闲服务,运动场馆,台球厅,吉祥中路588号深圳友和国际大酒店,广东省,深圳市,龙岗区,114.2349673,22.72720983
PANATTA健身,体育休闲服务,运动场馆,健身中心,爱龙路99号,广东省,深圳市,龙岗区,114.2286328,22.72962101
金阳健身联盟,体育休闲服务,运动场馆,健身中心,清林路158-162号附近,广东省,深圳市,龙岗区,114.2266276,22.72277265
优优岛领先跆拳道馆,体育休闲服务,运动场馆,跆拳道场馆,罗马公元,广东省,深圳市,龙岗区,114.2287902,22.72688788
雄海健身会所,体育休闲服务,运动场馆,健身中心,龙福西路160号4层,广东省,深圳市,龙岗区,114.2274315,22.7255724
深圳市正联跆拳道俱乐部,体育休闲服务,运动场馆,跆拳道场馆,新城市大厦6楼606(深圳市龙岗区新亚洲学校),广东省,深圳市,龙岗区,114.2298739,22.72178895
鹏龙跆拳道馆(白灰围一路),体育休闲服务,运动场馆,跆拳道场馆,龙福西路160号龙城国际建设银行3层,广东省,深圳市,龙岗区,114.2274315,22.7255704
天湖棋牌会所,体育休闲服务,体育休闲服务场所,体育休闲服务场所,建设路28号沃尔玛五楼,广东省,深圳市,龙岗区,114.2433695,22.72728265
动动乐.COM,体育休闲服务,体育休闲服务场所,体育休闲服务场所,建设路28号宝能·allcity购物中心龙岗店1层,广东省,深圳市,龙岗区,114.2435436,22.72825238
馨天地桌球城,体育休闲服务,运动场馆,台球厅,德政路103号2楼,广东省,深圳市,龙岗区,114.2424189,22.72703265
力美健健身俱乐部(龙岗店),体育休闲服务,运动场馆,健身中心,中心城建设路28号宝能购物中心4层L4-0313号,广东省,深圳市,龙岗区,114.2436207,22.7275206
宝矩羽毛球馆,体育休闲服务,运动场馆,羽毛球场,宝能·allcity购物中心5层,广东省,深圳市,龙岗区,114.2433385,22.72795446
宝能羽毛球馆,体育休闲服务,运动场馆,羽毛球场,建设路28号,广东省,深圳市,龙岗区,114.2437858,22.72686679
老段乒乓球俱乐部,体育休闲服务,运动场馆,乒乓球馆,德政路103-105号龙福一村综合楼2层,广东省,深圳市,龙岗区,114.2424249,22.7268367
雅静瑜伽(尚景店),体育休闲服务,运动场馆,健身中心,龙福路尚景花园2栋101-105商铺,广东省,深圳市,龙岗区,114.2397887,22.72878876
野蛮网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,荣超英隆大厦A座1101A,广东省,深圳市,龙岗区,114.2454478,22.72802748
康达盛境企业家健康俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙岗中心城龙翔大道9002号志联佳大厦16-17楼,广东省,深圳市,龙岗区,114.2465777,22.72442946
天湖桌球,体育休闲服务,运动场馆,台球厅,建设路28号宝能城市广场5层,广东省,深圳市,龙岗区,114.2434015,22.72819539
莱汶清吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙城大道79号附近,广东省,深圳市,龙岗区,114.2463384,22.72730066
J club高尔夫清吧,体育休闲服务,体育休闲服务场所,体育休闲服务场所,珠江广场A2栋,广东省,深圳市,龙岗区,114.2464384,22.72740062
水CLUB,体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙城大道83号附近,广东省,深圳市,龙岗区,114.2461662,22.72791449
瑞丽瑜伽,体育休闲服务,运动场馆,健身中心,龙福路5号荣超英隆大厦A座16楼1606-1608,广东省,深圳市,龙岗区,114.2454478,22.72802748
古功夫肩颈(美素店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙河路263号号美素,广东省,深圳市,龙岗区,114.2516189,22.72534241
乐舞坊,体育休闲服务,运动场馆,健身中心,龙园路22号3楼,广东省,深圳市,龙岗区,114.2523392,22.72357272
叶问派岭南咏春拳馆,体育休闲服务,运动场馆,运动场所,龙园路34-2号,广东省,深圳市,龙岗区,114.2534954,22.72680046
微网时代,体育休闲服务,体育休闲服务场所,体育休闲服务场所,中心城南联村龙园路9-1号境兰景观6楼,广东省,深圳市,龙岗区,114.2512259,22.72303915
福建传统咏春拳(龙岗分馆),体育休闲服务,运动场馆,运动场所,龙园路骏达大厦16号2楼,广东省,深圳市,龙岗区,114.2521562,22.72330284
赛盟台球,体育休闲服务,运动场馆,台球厅,南联社区龙园路6-3栋2楼(龙城广场地铁站C出口、乐购、仁安医院),广东省,深圳市,龙岗区,114.2506968,22.72219251
禅艺瑜伽馆,体育休闲服务,运动场馆,健身中心,龙岗中心城龙河路19号东方明珠城1栋1704(龙城广场对面、龙城广场地铁站D出口、图书馆),广东省,深圳市,龙岗区,114.2493022,22.72157895
孝一跆拳道馆,体育休闲服务,运动场馆,跆拳道场馆,南联新市场二楼百兴佳超市内,广东省,深圳市,龙岗区,114.2528003,22.72525111
未徕瑜伽(龙城广场店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙岗大道万汇大厦803(龙城广场地铁站D出口),广东省,深圳市,龙岗区,114.2493793,22.72057421
龙拳跆拳道(万汇馆),体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙岗大道万汇大厦1层122号,广东省,深圳市,龙岗区,114.2493293,22.72059721
Annietimefitness健身工作室,体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙翔大道龙岗中心城志联佳大厦1901室,广东省,深圳市,龙岗区,114.2466437,22.72430249
古功夫肩颈(东方韵贵族店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙城大道89号正中时代大厦401-402单位,广东省,深圳市,龙岗区,114.2466955,22.72916811
深圳市启腾乒乓球俱乐部,体育休闲服务,运动场馆,乒乓球馆,龙园路28号2层,广东省,深圳市,龙岗区,114.2527253,22.72396749
磊道跆拳道馆(总馆店),体育休闲服务,运动场馆,跆拳道场馆,龙园路28号3层,广东省,深圳市,龙岗区,114.2527963,22.72390449
移动影院体验店,体育休闲服务,体育休闲服务场所,体育休闲服务场所,邱屋街与龙岗大道交叉口东100米,广东省,深圳市,龙岗区,114.2561652,22.72178587
大运跆拳道馆(洛城店),体育休闲服务,运动场馆,跆拳道场馆,盛龙路51号四楼,广东省,深圳市,龙岗区,114.2485216,22.72589485
阳光360时尚健身会,体育休闲服务,运动场馆,健身中心,南联天桥远洋新干线晶钻广场3层,广东省,深圳市,龙岗区,114.2563413,22.7217618
海庭网咖(摩尔店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙岗街道龙岗大道5018号三楼,广东省,深圳市,龙岗区,114.2610203,22.72447964
美梵瑜伽工作室,体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙岗大道6002号鹏达摩尔城D座2507室,广东省,深圳市,龙岗区,114.2636331,22.72483584
风之谷儿童娱乐,体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙岗大道摩尔城3层,广东省,深圳市,龙岗区,114.2632711,22.72542893
很牛网络,体育休闲服务,体育休闲服务场所,体育休闲服务场所,碧新路2095号世宏大厦B栋一楼,广东省,深圳市,龙岗区,114.2618613,22.72395227
NIU BEER,体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙岗大道6002号摩尔城购物中心医楼S113,广东省,深圳市,龙岗区,114.2633951,22.72525289
享瘦健身工作室,体育休闲服务,运动场馆,健身中心,满京华喜悦里华庭二期12座1406-09(南联地铁站B3出口),广东省,深圳市,龙岗区,114.2631392,22.72395343
私人健身游泳俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙岗街道深惠路860号摩尔城f栋5楼,广东省,深圳市,龙岗区,114.264082,22.72523142
派克威尼健身(龙岗店),体育休闲服务,运动场馆,健身中心,碧新路满京华盈丰中心商业楼1层101号,广东省,深圳市,龙岗区,114.2630822,22.72376552
乐享健身,体育休闲服务,体育休闲服务场所,体育休闲服务场所,东嘉国际四楼3A06,广东省,深圳市,龙岗区,114.2648158,22.72595568
滚石健身俱乐部,体育休闲服务,运动场馆,健身中心,龙岗大道6002号摩尔城购物中心四楼,广东省,深圳市,龙岗区,114.263887,22.7254275
清风武道馆,体育休闲服务,运动场馆,运动场所,植物园路401号,广东省,深圳市,龙岗区,114.2595824,22.72313884
铭将网咖本楼,体育休闲服务,体育休闲服务场所,体育休闲服务场所,龙岗街道龙岗大道6009,广东省,深圳市,龙岗区,114.2643058,22.72765757
亚洲力量游泳健身馆(南联店),体育休闲服务,运动场馆,健身中心,南联建新路满京华喜悦里华庭二期01铺,广东省,深圳市,龙岗区,114.2631112,22.72401043
棋立方(南联店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,南联碧新路鹏达花园一花一树教育城2楼,广东省,深圳市,龙岗区,114.2632274,22.72077826
龙岗幻影俱乐部,体育休闲服务,体育休闲服务场所,体育休闲服务场所,南联碧新路2149号,广东省,深圳市,龙岗区,114.2590181,22.72878855
